TDS,E.C,Na,Cl,T.H,HCO3,Mg,SAR,NO3,Ca,Classification
528.64,826,35.94,100,339.9342105,210.0,38.896,0.847525551,42.69556,72.0,Poor
1452.8,2270,346.3,260,379.9177632,570.0,48.62,7.724668585,156.3437,72.0,Bad
949.12,1483,101.33,190,519.9424342,310.0,34.034,1.932113233,145.7141,152.0,Poor
1176.96,1839,249.1,280,399.9013158,460.0,58.344,5.41588551,19.84192,64.0,Poor
961.92,1503,132.2,280,479.8766447,250.0,72.93,2.623848844,79.722,72.0,Poor
437.12,683,70.22,40,199.9424342,280.0,34.034,2.1591385,2.34737,24.0,Moderate
2035.2,3180,257.0,570,859.7532895,360.0,145.86,3.810819372,369.3786,104.0,Bad
1278.72,1998,56.35,440,859.8026316,160.0,116.688,0.835538949,180.7032,152.0,Poor
1189.12,1858,74.13,410,719.9013158,230.0,58.344,1.20123971,33.39466,192.0,Poor
1239.04,1936,102.3,350,779.7779605,290.0,131.274,1.592803934,175.3884,96.0,Poor
392.96,614,81.63,30,139.9671053,250.0,19.448,2.999915142,6.15631,24.0,Moderate
610.56,954,150.4,40,259.9095395,420.0,53.482,4.056102211,23.65086,16.0,Poor
2784.0,4350,283.5,870,1439.802632,250.0,116.688,3.248431743,643.9766,384.0,Bad
1030.4,1610,142.9,200,519.8601974,410.0,82.654,2.724966133,96.1093,72.0,Poor
1318.4,2060,239.8,300,499.8108553,510.0,111.826,4.663570008,49.1619,16.0,Poor
747.52,1168,167.4,130,219.9342105,340.0,38.896,4.907736344,11.60398,24.0,Poor
789.12,1233,96.56,130,479.8930921,340.0,63.206,1.916448583,107.1818,88.0,Poor
578.56,904,168.0,80,299.9095395,310.0,53.482,4.217803139,44.08868182,32.0,Poor
513.92,803,127.0,40,279.9342105,360.0,38.896,3.300258032,1.610545455,48.0,Poor
464.0,725,86.0,30,339.9013158,360.0,58.344,2.028122543,44.69263636,40.0,Moderate
609.28,952,132.0,140,439.8601974,300.0,82.654,2.736457849,59.99281818,40.0,Poor
471.68,737,97.0,70,299.9177632,330.0,48.62,2.435245806,15.70281818,40.0,Moderate
445.44,696,90.0,90,239.9835526,230.0,9.724,2.525945258,22.54763636,80.0,Moderate
312.96,489,50.0,20,219.9259868,240.0,43.758,1.465898477,11.67645455,16.0,Moderate
454.4,710,81.0,50,279.9177632,280.0,48.62,2.10495082,13.68963636,32.0,Moderate
224.64,351,53.0,40,119.9671053,120.0,19.448,2.103860519,4.026363636,16.0,Moderate
362.88,567,104.0,40,159.9588816,240.0,24.31,3.575208085,29.79509091,24.0,Moderate
683.52,1068,112.0,150,459.8601974,170.0,82.654,2.270791584,159.444,48.0,Poor
973.44,1521,67.0,50,619.8355263,660.0,97.24,1.170061621,33.57182,88.0,Poor
1324.8,2070,112.0,310,779.7861842,510.0,126.412,1.743823068,84.151,104.0,Poor
1040.0,1625,142.0,260,499.9588816,350.0,24.31,2.761171388,74.8501,160.0,Poor
537.6,840,73.0,80,259.9671053,280.0,19.448,1.968501839,3.18888,72.0,Poor
432.0,675,33.0,40,259.9917763,250.0,4.862,0.889828473,19.39902,96.0,Moderate
702.72,1098,96.0,90,319.9753289,370.0,14.586,2.333378274,28.74421,104.0,Poor
401.28,627,28.0,40,259.9917763,230.0,4.862,0.755005977,13.95135,96.0,Moderate
718.72,1123,120.0,260,299.9671053,60.0,19.448,3.012427434,150.586,88.0,Poor
566.4,885,107.0,30,219.9506579,360.0,29.172,3.136846802,9.87667,40.0,Poor
524.8,820,40.0,70,319.9753289,260.0,14.586,0.972240948,38.79804,104.0,Poor
915.2,1430,98.0,170,479.9424342,430.0,34.034,1.944928609,29.6743,136.0,Poor
732.8,1145,75.0,140,399.9506579,320.0,29.172,1.630535353,40.7468,112.0,Poor
803.2,1255,123.0,130,399.9259868,440.0,43.758,2.674160459,28.38989,88.0,Poor
449.28,702,45.0,70,259.9835526,210.0,9.724,1.213421654,29.76288,88.0,Moderate
778.24,1216,95.0,200,439.9835526,300.0,9.724,1.969144325,7.70646,160.0,Poor
831.36,1299,61.0,160,519.8848684,390.0,68.068,1.163183975,26.574,96.0,Poor
718.72,1123,120.0,260,299.9671053,60.0,19.448,3.012427434,150.586,88.0,Poor
771.84,1206,55.0,210,559.8766447,360.0,72.93,1.010621837,17.89316,104.0,Poor
576.0,900,72.0,50,299.9588816,350.0,24.31,1.807481237,22.05642,80.0,Poor
825.6,1290,105.0,290,379.8930921,120.0,63.206,2.34223661,139.9564,48.0,Poor
716.8,1120,77.0,60,399.9506579,350.0,29.172,1.674016296,131.5413,112.0,Poor
638.72,998,42.0,70,419.9259868,380.0,43.758,0.891117718,32.86318,96.0,Poor
532.48,832,97.0,40,199.9424342,340.0,34.034,2.982575257,19.66476,24.0,Poor
613.12,958,122.0,200,339.9342105,60.0,38.896,2.876964863,130.8568182,72.0,Poor
354.56,554,45.0,110,239.9342105,100.0,38.896,1.263102486,5.636909091,32.0,Moderate
1196.8,1870,291.0,90,199.9753289,410.0,14.586,8.946989817,1.409227273,56.0,Poor
481.28,752,145.0,130,279.9671053,200.0,19.448,3.767789771,91.80109091,80.0,Poor
915.2,1430,108.0,240,559.8766447,190.0,72.93,1.984493788,126.0251818,104.0,Poor
1555.2,2430,204.5,300,759.8601974,560.0,82.654,3.22551175,112.4966,168.0,Bad
720.64,1126,55.0,130,459.9095395,360.0,53.482,1.115061047,26.574,96.0,Poor
1504.0,2350,125.0,340,899.7779605,520.0,131.274,1.811817714,114.7111,144.0,Bad
972.8,1520,136.0,200,479.9259868,370.0,43.758,2.69913085,96.1093,120.0,Poor
1472.0,2300,272.0,460,619.84375,450.0,92.378,4.750069399,12.4012,96.0,Bad
790.4,1235,70.5,140,519.8848684,360.0,68.068,1.344335578,68.6495,96.0,Poor
648.32,1013,66.6,80,399.9013158,370.0,58.344,1.448004717,18.6018,64.0,Poor
716.8,1120,118.5,120,319.9342105,360.0,38.896,2.880448889,13.41987,64.0,Poor
1190.4,1860,168.7,200,599.8848684,450.0,68.068,2.994699795,205.0627,128.0,Poor
1395.2,2180,313.0,270,459.8684211,620.0,77.792,6.345994738,71.3069,56.0,Poor
1043.2,1630,156.0,150,559.8601974,590.0,82.654,2.866533132,64.6634,88.0,Poor
904.96,1414,96.0,160,539.8930921,430.0,63.206,1.796344016,73.0785,112.0,Poor
1753.6,2740,156.0,490,919.9424342,430.0,34.034,2.23622983,125.3407,312.0,Bad
1337.6,2090,320.0,270,359.9013158,610.0,58.344,7.333823016,5.53625,48.0,Poor
1433.6,2240,247.6,440,599.8601974,430.0,82.654,4.395393699,32.3317,104.0,Poor
1580.8,2470,173.0,410,839.8355263,340.0,97.24,2.595500675,241.8234,176.0,Bad
745.6,1165,120.0,170,359.8766447,210.0,72.93,2.750277898,130.2126,24.0,Poor
1041.92,1628,111.39,280,559.8848684,210.0,68.068,2.046769811,215.6923,112.0,Poor
313.6,490,40.41,40,179.9671053,180.0,19.448,1.309677748,2.2145,40.0,Moderate
403.84,631,39.15,50,259.9588816,230.0,24.31,1.055726931,30.33865,64.0,Moderate
900.48,1407,108.73,240,439.9177632,300.0,48.62,2.253906016,15.98869,96.0,Poor
741.12,1158,91.29,160,419.8848684,350.0,68.068,1.937002847,13.55274,56.0,Poor
1096.96,1714,118.25,240,559.9177632,400.0,48.62,2.172757164,40.48106,144.0,Poor
1299.2,2030,279.0,470,322.8684211,200.0,77.792,6.75092965,32.73031,1.2,Poor
1013.12,1583,111.63,320,479.9177632,230.0,48.62,2.215489399,2.83456,112.0,Poor
231.68,362,14.02,20,159.9917763,120.0,4.862,0.481916002,38.00082,56.0,Moderate
476.16,744,59.75,90,259.9342105,200.0,38.896,1.611307219,21.43636,40.0,Moderate
865.28,1352,42.0,260,579.8848684,150.0,68.068,0.758316605,172.731,120.0,Poor
814.72,1273,135.0,190,339.9259868,310.0,43.758,3.183565202,40.70251,64.0,Poor
416.0,650,68.0,30,179.9671053,260.0,19.448,2.203862581,13.287,40.0,Moderate
471.68,737,39.0,50,279.9671053,260.0,19.448,1.013405525,16.16585,80.0,Moderate
327.04,511,23.0,50,199.9671053,100.0,19.448,0.707164939,89.4658,48.0,Moderate
952.32,1488,159.0,240,379.9177632,300.0,48.62,3.546700274,53.148,72.0,Poor
250.88,392,23.0,40,139.9917763,130.0,4.862,0.845179078,2.74598,48.0,Moderate
505.6,790,88.0,80,239.9506579,200.0,29.172,2.469982428,39.65968182,48.0,Poor
434.56,679,71.0,60,179.9588816,140.0,24.31,2.301144389,42.67945455,32.0,Moderate
603.52,943,102.0,110,279.9424342,190.0,34.034,2.650562006,43.88736364,56.0,Poor
1173.76,1834,209.0,230,479.8848684,400.0,68.068,4.148106729,44.29,80.0,Poor
779.52,1218,137.0,170,339.9259868,190.0,43.758,3.230729131,44.89395455,64.0,Poor
497.92,778,78.0,70,239.9506579,210.0,29.172,2.189302607,31.003,48.0,Poor
536.32,838,61.85,20,299.9506579,300.0,29.172,1.552697875,108.5105,72.0,Poor
830.72,1298,92.87,260,439.9342105,230.0,38.896,1.925101985,29.58572,112.0,Poor
544.64,851,69.0,40,299.9095395,300.0,53.482,1.732312004,4.11897,32.0,Poor
1115.52,1743,90.0,330,659.8684211,310.0,77.792,1.52330196,10.23099,136.0,Poor
577.28,902,70.59,100,299.9588816,250.0,24.31,1.772084729,37.15931,80.0,Poor
547.2,855,47.59,10,339.9095395,400.0,53.482,1.12229284,16.29872,48.0,Poor
1497.6,2340,380.4,360,299.9506579,390.0,29.172,9.549656775,125.7836,72.0,Bad
509.44,796,25.0,30,339.9424342,280.0,34.034,0.589534849,73.9643,80.0,Poor
1209.6,1890,19.0,360,879.7368421,300.0,155.584,0.278515503,97.438,96.0,Poor
632.96,989,80.0,130,299.9342105,250.0,38.896,2.00839508,12.4012,56.0,Poor
856.96,1339,56.17,230,539.8930921,300.0,63.206,1.051048369,31.93309,112.0,Poor
532.48,832,40.15,140,359.9424342,200.0,34.034,0.920113047,38.62088,88.0,Poor
575.36,899,67.89,100,299.9506579,260.0,29.172,1.704327546,26.79545,72.0,Poor
1318.4,2060,115.32,280,779.7615132,400.0,140.998,1.795543371,234.737,80.0,Poor
948.48,1482,42.0,250,639.84375,250.0,92.378,0.721912378,31.13587,104.0,Poor
131.2,205,9.0,20,119.9917763,100.0,4.862,0.357222604,4.8719,40.0,Good
477.44,746,28.68,60,319.9342105,200.0,38.896,0.697141554,90.3516,64.0,Moderate
688.64,1076,27.84,90,479.8848684,370.0,68.068,0.552551633,13.19842,80.0,Poor
899.2,1405,82.0,230,519.8355263,300.0,97.24,1.563698567,75.293,48.0,Poor
171.52,268,9.0,20,119.9835526,70.0,9.724,0.357234846,42.0755,32.0,Moderate
1229.44,1921,118.0,390,679.8108553,320.0,111.826,1.96770561,46.0616,88.0,Poor
396.8,620,26.71,20,259.9588816,260.0,24.31,0.720267339,19.26615,64.0,Moderate
349.44,546,12.38,40,239.9835526,160.0,9.724,0.347457803,33.17321,80.0,Moderate
517.76,809,83.0,120,239.9588816,180.0,24.31,2.329602597,7.21927,56.0,Poor
723.84,1131,98.0,150,359.9342105,270.0,38.896,2.245880665,65.9921,80.0,Poor
720.0,1125,97.0,160,359.9506579,260.0,29.172,2.222912727,63.91047,96.0,Poor
1167.36,1824,194.0,270,519.8601974,430.0,82.654,3.699394191,77.5075,72.0,Poor
325.76,509,45.0,50,179.9835526,190.0,9.724,1.458371833,3.41033,56.0,Moderate
740.48,1157,136.0,90,299.9342105,440.0,38.896,3.414271636,5.44767,56.0,Poor
674.56,1054,71.0,180,399.9753289,260.0,14.586,1.543525862,6.51063,136.0,Poor
2360.96,3689,547.0,680,559.84375,370.0,92.378,10.05138882,307.2115455,72.0,Bad
1614.72,2523,291.0,390,699.8190789,410.0,106.964,4.782690349,149.1767727,104.0,Bad
450.56,704,95.0,80,239.9671053,230.0,19.448,2.666366922,17.91731818,64.0,Moderate
1565.44,2446,144.0,400,999.7697368,580.0,136.136,1.98008878,11.27381818,176.0,Bad
904.96,1414,124.0,240,459.8848684,300.0,68.068,2.514023246,39.65968182,72.0,Poor
759.68,1187,221.0,120,239.9424342,380.0,34.034,6.203130351,38.45177273,40.0,Poor
365.44,571,19.0,50,299.9506579,170.0,29.172,0.476980754,34.82804545,72.0,Moderate
838.4,1310,191.0,190,319.9424342,220.0,34.034,4.642689175,120.7909091,72.0,Poor
612.48,957,89.0,130,339.9259868,220.0,43.758,2.098794837,43.88736364,64.0,Poor
709.76,1109,145.0,230,299.9506579,180.0,29.172,3.640116278,28.38586364,72.0,Poor
712.96,1114,145.0,150,319.9342105,290.0,38.896,3.524599907,65.62972727,64.0,Poor
632.96,989,66.0,130,379.9342105,240.0,38.896,1.472183342,43.88736364,88.0,Poor
1025.92,1603,123.0,280,599.8355263,150.0,97.24,2.183540157,143.3385455,80.0,Poor
688.64,1076,126.0,130,259.9588816,240.0,24.31,3.397741848,44.08868182,64.0,Poor
1073.28,1677,192.0,290,479.8848684,280.0,68.068,3.810700918,100.4577727,80.0,Poor
865.28,1352,99.0,190,579.8601974,360.0,82.654,1.787498595,45.49790909,96.0,Poor
1414.4,2210,251.0,370,499.8930921,420.0,63.206,4.880983255,153.6057727,96.0,Poor
408.32,638,85.0,40,199.9424342,250.0,34.034,2.613596875,18.52127273,24.0,Moderate
1248.0,1950,245.0,300,539.8684211,590.0,77.792,4.584524374,17.14023,88.0,Poor
1272.96,1989,134.5,470,739.8601974,240.0,82.654,2.149906716,14.1728,160.0,Poor
1651.2,2580,140.0,430,1039.794408,560.0,121.55,1.887671683,155.015,216.0,Bad
1150.72,1798,175.1,190,559.8766447,560.0,72.93,3.217452429,110.725,104.0,Poor
780.8,1220,40.0,80,519.8848684,410.0,68.068,0.76274359,28.3456,96.0,Poor
1356.8,2120,161.8,390,719.9177632,310.0,48.62,2.621858422,47.21314,208.0,Poor
857.6,1340,102.9,170,539.9588816,370.0,24.31,1.925338938,132.87,176.0,Poor
1217.28,1902,112.3,390,719.9177632,360.0,48.62,1.819744752,29.05424,208.0,Poor
897.28,1402,96.41,150,459.9671053,420.0,19.448,1.954478331,10.40815,152.0,Poor
999.68,1562,40.25,240,719.8766447,370.0,72.93,0.652242369,97.438,168.0,Poor
1542.4,2410,157.0,250,979.7861842,770.0,126.412,2.180751404,88.58,184.0,Bad
1100.8,1720,108.0,230,659.9177632,440.0,48.62,1.827894012,106.296,184.0,Poor
1072.0,1675,116.96,240,599.9342105,400.0,38.896,2.076145134,97.438,176.0,Poor
916.48,1432,145.2,220,459.9013158,370.0,58.344,2.943787483,23.60657,88.0,Poor
702.72,1098,79.29,120,379.9342105,310.0,38.896,1.768627533,12.8441,88.0,Poor
945.28,1477,171.0,220,359.8766447,390.0,72.93,3.919146004,6.442181818,24.0,Poor
526.72,823,70.0,50,259.9095395,250.0,53.482,1.887813529,97.438,16.0,Poor
476.8,745,65.0,70,239.9177632,240.0,48.62,1.824543906,41.47154545,16.0,Moderate
277.12,433,31.0,40,159.9506579,130.0,29.172,1.065714421,15.90413636,16.0,Moderate
454.4,710,129.0,50,82.87828947,270.0,5.0,6.160862054,4.026363636,32.0,Moderate
544.0,850,70.0,80,279.9177632,270.0,48.62,1.819093301,45.90054545,32.0,Poor
913.92,1428,136.0,150,419.8684211,360.0,77.792,2.88572184,140.3187727,40.0,Poor
571.52,893,71.0,70,299.9013158,230.0,58.344,1.782548385,132.2660455,24.0,Poor
836.48,1307,136.0,170,359.8848684,370.0,68.068,3.116946004,23.55422727,32.0,Poor
283.52,443,16.97,70,179.9917763,80.0,4.862,0.549955658,46.411491,64.0,Moderate
660.48,1032,83.17,140,299.9671053,160.0,19.448,2.087863247,95.53353,88.0,Poor
878.72,1373,83.67,110,499.8848684,440.0,68.068,1.627072622,76.53312,88.0,Poor
248.32,388,16.53,20,159.9588816,100.0,24.31,0.568251824,0.296743,24.0,Moderate
2346.24,3666,396.6,480,979.6546053,660.0,204.204,5.509198006,535.909,56.0,Bad
564.48,882,88.89,30,239.9259868,330.0,43.758,2.495091205,20.174095,24.0,Poor
515.2,805,20.9,80,259.9671053,150.0,19.448,0.563584773,140.17785,72.0,Poor
2777.6,4340,748.1,790,559.7779605,800.0,131.274,13.7475061,210.20034,8.0,Bad
439.68,687,44.94,40,219.9671053,270.0,19.448,1.317426401,0.713069,56.0,Moderate
794.88,1242,81.1,150,459.9177632,330.0,48.62,1.644193498,98.7667,104.0,Poor
1048.32,1638,178.8,340,339.9177632,290.0,48.62,4.216506249,0.097438,56.0,Poor
904.96,1414,161.3,70,359.9177632,550.0,48.62,3.696620698,0.150586,64.0,Poor
1001.6,1565,273.7,190,199.9259868,330.0,43.758,8.416128101,162.27856,8.0,Poor
1024.0,1600,282.3,120,179.9506579,560.0,29.172,9.149688794,52.12933,24.0,Poor
414.08,647,10.48,20,279.9588816,260.0,24.31,0.272324253,15.802672,72.0,Moderate
361.6,565,16.0,70,279.9506579,150.0,29.172,0.415768326,23.95686364,64.0,Moderate
238.08,372,27.0,60,179.9424342,130.0,34.034,0.875123069,24.76213636,16.0,Moderate
167.04,261,14.0,40,140.0,100.0,5.0,0.51444172,14.09227273,56.0,Moderate
807.04,1261,28.0,260,579.8273026,200.0,102.102,0.505569498,44.89395455,64.0,Poor
813.44,1271,101.23,160,399.9342105,320.0,38.896,2.200833171,57.1341,96.0,Poor
283.52,443,30.74,50,159.9835526,150.0,9.724,1.056667522,2.83456,48.0,Moderate
1040.0,1625,193.6,190,379.9342105,370.0,38.896,4.318404469,162.1014,88.0,Poor
356.48,557,56.79,80,159.9753289,140.0,14.586,1.952169516,2.43595,40.0,Moderate
580.48,907,70.19,160,279.9424342,160.0,34.034,1.823950463,48.719,56.0,Poor
995.2,1555,88.0,140,559.9588816,370.0,24.31,1.616876196,190.447,184.0,Poor
991.36,1549,119.0,170,499.8601974,450.0,82.654,2.314167804,54.4767,64.0,Poor
771.2,1205,114.0,140,359.9424342,340.0,34.034,2.612525214,50.0477,88.0,Poor
518.4,810,15.0,40,379.8766447,270.0,72.93,0.334612473,40.86759091,32.0,Poor
522.88,817,29.0,110,339.9177632,200.0,48.62,0.683885242,45.90054545,56.0,Poor
542.08,847,30.0,110,339.9095395,200.0,53.482,0.70747605,45.69922727,48.0,Poor
252.8,395,25.0,50,179.9588816,130.0,24.31,0.810262109,6.442181818,32.0,Moderate
739.84,1156,33.0,250,519.8190789,220.0,106.964,0.629303281,3.221090909,32.0,Poor
495.36,774,28.0,80,439.8601974,330.0,82.654,0.580460756,20.13181818,40.0,Poor
291.2,455,23.0,50,219.9835526,150.0,9.724,0.674225066,7.046136364,72.0,Moderate
453.12,708,24.0,120,279.9506579,120.0,29.172,0.623652488,43.88736364,64.0,Moderate
1023.36,1599,51.0,400,679.84375,120.0,92.378,0.85042846,43.68604545,120.0,Poor
554.24,866,37.0,100,399.8930921,300.0,63.206,0.804455337,12.88436364,56.0,Poor
517.76,809,23.0,120,299.9177632,110.0,48.62,0.577429418,43.48472727,40.0,Poor
332.16,519,24.0,80,239.9671053,120.0,19.448,0.673608486,26.17136364,64.0,Moderate
538.88,842,25.0,60,359.8601974,300.0,82.654,0.572987656,23.35290909,8.0,Poor
953.6,1490,94.0,200,439.8601974,310.0,82.654,1.94868968,13.48831818,40.0,Poor
343.68,537,54.0,50,200.0,200.0,9.724,1.660232015,10.06590909,64.0,Moderate
953.6,1490,135.0,170,620.0,440.0,102.102,2.357602488,128.0383636,80.0,Poor
1014.4,1585,85.0,70,560.0,390.0,53.482,1.56182423,142.1306364,136.0,Poor
980.48,1532,166.0,90,280.0,320.0,9.724,4.313342972,136.6950455,96.0,Poor
471.04,736,110.0,60,219.9753289,340.0,24.31,3.224735494,0.805272727,48.0,Moderate
1321.6,2065,254.0,240,660.0,660.0,126.412,4.299364558,82.33913636,56.0,Poor
1081.6,1690,125.0,360,659.8026316,220.0,116.688,2.115802643,34.82804545,72.0,Poor
1153.28,1802,202.0,380,399.9177632,160.0,48.62,4.391755826,69.0924,80.0,Poor
1365.76,2134,86.0,400,859.8848684,280.0,68.068,1.275118251,173.1739,232.0,Poor
1591.04,2486,255.0,500,659.8766447,310.0,72.93,4.315995326,120.9117,144.0,Bad
6079.36,9499,732.0,2480,3479.226974,500.0,457.028,5.395626316,119.583,640.0,Bad
585.6,915,47.0,150,359.9671053,140.0,19.448,1.077056818,80.1649,112.0,Poor
2234.24,3491,630.0,570,419.8848684,800.0,68.068,13.36742024,114.2682,56.0,Bad
486.4,760,39.0,50,299.9835526,180.0,9.724,0.979012076,124.4549,104.0,Poor
1338.88,2092,191.0,330,579.9259868,410.0,43.758,3.448412782,93.4519,160.0,Poor
1016.32,1588,99.0,280,519.8848684,260.0,68.068,1.887790386,92.5661,96.0,Poor
2128.0,3325,513.0,580,659.84375,420.0,92.378,8.682983493,335.7182,112.0,Bad
1102.72,1723,345.0,110,159.9506579,550.0,29.172,11.86037017,5.93486,16.0,Poor
853.76,1334,94.0,150,459.9342105,410.0,38.896,1.905689585,30.47152,120.0,Poor
659.2,1030,54.33,70,399.9671053,340.0,19.448,1.181135524,54.29954,128.0,Poor
690.56,1079,28.53,120,479.9342105,320.0,38.896,0.566217231,47.70033,128.0,Poor
910.08,1422,97.0,210,499.9835526,350.0,9.724,1.886105751,42.0755,184.0,Poor
1202.56,1879,65.7,260,779.8766447,410.0,72.93,1.022879739,150.80745,192.0,Poor
588.16,919,28.51,30,419.9753289,390.0,14.586,0.604863658,37.07073,144.0,Poor
999.04,1561,145.7,160,459.9671053,470.0,19.448,2.953713233,69.9782,152.0,Poor
1525.12,2383,260.0,430,579.9013158,550.0,58.344,4.694274319,10.89534,136.0,Bad
458.88,717,53.96,20,259.9835526,320.0,9.724,1.455027387,21.12633,88.0,Moderate
293.12,458,30.58,50,159.9753289,120.0,14.586,1.051194643,7.21927,40.0,Moderate
744.32,1163,96.0,100,379.9588816,380.0,24.31,2.141288067,51.02208,112.0,Poor
1016.96,1589,60.76,250,659.9177632,370.0,48.62,1.028359631,59.57005,184.0,Poor
736.0,1150,57.0,160,459.9753289,290.0,14.586,1.155526076,83.17662,160.0,Poor
616.32,963,54.0,50,379.9259868,400.0,43.758,1.204526679,16.60875,80.0,Poor
605.44,946,72.92,70,319.8848684,340.0,68.068,1.772645838,15.63437,16.0,Poor
1377.92,2153,234.0,300,579.8930921,420.0,63.206,4.224876844,233.45259,128.0,Poor
521.6,815,35.27,30,359.9506579,360.0,29.172,0.808269401,21.08204,96.0,Poor
416.0,650,41.68,100,239.9835526,160.0,9.724,1.169793315,20.55056,80.0,Moderate
441.6,690,31.03,40,299.9506579,260.0,29.172,0.778984884,39.50668,72.0,Moderate
862.72,1348,48.0,110,579.8601974,450.0,82.654,0.866665985,39.59526,96.0,Poor
307.2,480,34.0,60,159.9753289,120.0,14.586,1.168757942,13.287,40.0,Moderate
569.6,890,70.0,90,299.9506579,280.0,29.172,1.757297514,31.60695455,72.0,Poor
561.28,877,82.0,120,279.9588816,230.0,24.31,2.130781372,55.76513636,72.0,Poor
816.0,1275,120.0,120,259.9588816,250.0,24.31,3.235944617,68.24686364,64.0,Poor
453.76,709,70.0,100,199.9753289,170.0,14.586,2.152196863,19.52786364,56.0,Moderate
1100.8,1720,170.3,320,479.8848684,220.0,68.068,3.380012325,163.873,80.0,Poor
737.28,1152,86.0,150,379.8766447,290.0,72.93,1.918444848,67.3208,32.0,Poor
2164.48,3382,330.0,780,899.84375,100.0,92.378,4.783023907,471.6885,208.0,Bad
590.72,923,65.78,80,319.8930921,170.0,63.206,1.599055738,104.0815,24.0,Poor
336.0,525,56.0,50,139.9671053,180.0,19.448,2.058008673,1.55015,24.0,Moderate
629.12,983,86.68,130,299.9259868,280.0,43.758,2.176125902,0.13287,48.0,Poor
833.92,1303,95.46,290,439.8684211,150.0,77.792,1.978938063,77.9504,48.0,Poor
353.28,552,52.93,70,159.9753289,140.0,14.586,1.819481114,4.78332,40.0,Moderate
659.2,1030,57.0,80,359.9095395,350.0,53.482,1.3063223,31.66735,56.0,Poor
490.24,766,23.08,50,319.9588816,260.0,24.31,0.560997445,10.23099,88.0,Poor
1673.6,2615,560.0,170,59.99177632,850.0,4.862,31.43506266,59.7915,16.0,Bad
586.88,917,90.01,80,259.9259868,300.0,43.758,2.427381708,10.27528,32.0,Poor
1857.92,2903,238.7,320,879.7368421,270.0,155.584,3.499034246,797.22,96.0,Bad
422.4,660,56.0,80,199.9753289,160.0,14.586,1.721757491,18.46893,56.0,Moderate
998.4,1560,78.63,110,679.7615132,380.0,140.998,1.311239893,349.4481,40.0,Poor
586.24,916,129.0,60,199.9835526,360.0,9.724,3.966109813,22.145,64.0,Poor
447.36,699,96.0,50,179.9835526,260.0,9.724,3.111193244,38.85440909,56.0,Moderate
435.84,681,80.0,40,139.9917763,220.0,4.862,2.939753316,45.49790909,48.0,Moderate
227.84,356,7.0,30,119.9753289,80.0,14.586,0.277858847,13.48831818,24.0,Moderate
497.28,777,102.0,70,199.9917763,300.0,4.862,3.135929329,13.287,72.0,Poor
380.16,594,23.0,40,259.9753289,240.0,14.586,0.620203099,12.48172727,80.0,Moderate
1150.72,1798,172.0,240,479.8684211,390.0,77.792,3.413811408,87.97604545,64.0,Poor
1116.8,1745,180.0,180,419.8848684,340.0,68.068,3.819262925,177.5626364,56.0,Poor
1115.52,1743,180.0,150,479.8684211,470.0,77.792,3.572593334,165.4835455,64.0,Poor
344.96,539,49.0,60,159.9753289,160.0,14.586,1.684386446,7.247454545,40.0,Moderate
726.4,1135,118.0,50,319.9177632,430.0,48.62,2.868368827,29.39245455,48.0,Poor
349.44,546,41.0,50,139.9753289,130.0,14.586,1.506712087,6.442181818,32.0,Moderate
736.0,1150,119.0,60,319.9177632,410.0,48.62,2.892677037,61.80468182,48.0,Poor
326.4,510,33.0,50,159.9671053,140.0,19.448,1.134411867,4.831636364,32.0,Moderate
524.8,820,92.0,80,219.9342105,180.0,38.896,2.69720277,32.19883,24.0,Poor
2042.88,3192,406.0,430,559.8601974,440.0,82.654,7.460336229,469.0311,88.0,Bad
663.68,1037,73.0,170,339.9506579,190.0,29.172,1.721420938,68.02944,88.0,Poor
565.76,884,135.0,90,159.9588816,250.0,24.31,4.640895111,3.05601,24.0,Poor
612.48,957,161.0,30,159.9588816,380.0,24.31,5.534697132,0.97438,24.0,Poor
938.24,1466,84.0,290,559.9259868,230.0,43.758,1.543427159,52.21791,152.0,Poor
821.76,1284,116.0,190,379.9259868,270.0,43.758,2.587501755,55.8054,80.0,Poor
314.24,491,44.0,50,179.9835526,140.0,9.724,1.42596357,7.04211,56.0,Moderate
863.36,1349,164.0,190,299.9342105,300.0,38.896,4.117209914,81.0507,56.0,Poor
1267.2,1980,155.0,320,659.8930921,360.0,63.206,2.623415445,162.1014,160.0,Poor
2143.36,3349,413.0,690,859.6875,490.0,184.756,6.124235881,181.589,40.0,Bad
1002.24,1566,182.0,370,359.9259868,150.0,43.758,4.170968884,34.1033,72.0,Poor
590.72,923,57.0,120,379.9424342,300.0,34.034,1.271417308,24.15818182,96.0,Poor
493.44,771,75.0,100,279.9835526,280.0,9.724,1.948799535,10.66986364,96.0,Poor
1104.64,1726,205.0,260,499.8848684,460.0,68.068,3.986493218,0.805272727,88.0,Poor
849.28,1327,175.0,150,299.9835526,400.0,9.724,4.393002907,6.240863636,104.0,Poor
250.88,392,13.0,20,159.9753289,150.0,14.586,0.446878037,9.260636364,40.0,Moderate
345.6,540,58.0,30,179.9835526,260.0,9.724,1.879679252,0.201318182,56.0,Moderate
633.6,990,104.57,100,279.9506579,340.0,29.172,2.717305863,16.56446,64.0,Poor
517.76,809,86.0,90,239.9753289,270.0,14.586,2.413722381,17.76029,72.0,Poor
622.08,972,85.4,100,339.9424342,360.0,34.034,2.013851045,10.36386,80.0,Poor
